accession,lat_parsed,lon_parsed,depth_parsed,depth2_parsed,is_transcriptome
SRR14874070,37.11681,-76.12521,1.5,1.5,0
SRR14874071,37.11681,-76.12521,11.0,11.0,0
SRR14874072,37.4868,-76.15633,1.5,1.5,0
SRR14874073,37.4868,-76.15633,8.5,8.5,0
SRR14874074,37.91011,-76.17137,1.166666667,1.166666667,0
SRR14874075,38.55505,-76.42794,23.75,23.75,0
SRR14874080,38.99596,-76.35967,14.017,14.017,0
SRR14874081,37.11681,-76.12521,12.0,12.0,0
SRR14874082,37.4868,-76.15633,9.0,9.0,0
SRR14874083,37.91011,-76.17137,25.0,25.0,0
SRR14874084,38.41457,-76.34565,1.0,1.0,0
SRR14874085,38.55505,-76.42794,1.0,1.0,0
SRR14874086,38.99596,-76.35967,1.0,1.0,0
SRR14874087,38.99596,-76.35967,1.0,1.0,0
SRR14874090,38.99596,-76.35967,8.0,8.0,0
SRR14874091,38.99596,-76.35967,12.118,12.118,0
SRR14874092,38.99596,-76.35967,3.997,3.997,0
SRR14874093,38.99596,-76.35967,21.11,21.11,0
SRR14874094,38.99596,-76.35967,13.931,13.931,0
SRR14874095,38.99596,-76.35967,12.014,12.014,0
SRR14874096,38.99596,-76.35967,10.137,10.137,0
SRR14874097,38.99596,-76.35967,0.205,0.205,0
SRR14874098,38.99596,-76.35967,7.92,7.92,0
SRR14874099,38.99596,-76.35967,4.1,4.1,0
SRR14874100,38.99596,-76.35967,20.03,20.03,0
SRR14874101,38.99596,-76.35967,14.02,14.02,0
SRR14874102,38.99596,-76.35967,9.903,9.903,0
SRR14918261,-38.45,145.3333,,,0
SRR14920382,-33.5035,-126.0077,,,0
SRR14920385,-25.982,-114.0093,,,0
SRR14920387,-23.4883,-95.2968,,,0
SRR14949226,32.16,34.793,,,0
SRR14949227,32.16,34.793,,,0
SRR14949229,32.16,34.793,,,0
SRR14949231,32.16,34.793,,,0
SRR14949232,32.16,34.793,,,0
SRR14949233,32.16,34.793,,,0
SRR14949234,32.16,34.793,,,0
SRR14949235,32.16,34.793,,,0
SRR14949236,32.16,34.793,,,0
SRR14949237,32.16,34.793,,,0
SRR14949238,32.16,34.793,,,0
SRR14949239,32.16,34.793,,,0
SRR14949240,32.16,34.793,,,0
SRR14949242,32.16,34.793,,,0
SRR14949243,32.16,34.793,,,0
SRR14975279,26.75,120.13,,,1
SRR14975280,26.75,120.13,,,1
SRR14975281,26.75,120.13,,,1
SRR14975282,26.75,120.13,,,1
SRR14975283,26.78,120.16,,,1
SRR15003601,-25.982,-114.0093,,,0
SRR15003602,-23.4902,-106.9927,,,0
SRR15003603,-23.4883,-95.2968,,,0
SRR15003604,-23.4917,-90.0293,,,0
SRR15003605,-33.5035,-126.0077,,,0
SRR15003606,-33.5035,-126.0077,,,0
SRR15003607,-27.7412,-117.6197,,,0
SRR15003608,-23.4917,-90.0293,,,0
SRR15010629,36.54,126.11,,,0
SRR15068204,27.96612,-175.77445,19.0,19.0,0
SRR15100854,36.034,120.381,2.0,2.0,0
SRR15100856,30.363,122.865,8.0,8.0,0
SRR15100858,21.38,121.342,7.0,7.0,0
SRR15100859,36.104,120.179,6.0,6.0,0
SRR15100860,36.067,120.233,5.0,5.0,0
SRR15100861,30.363,122.865,4.0,4.0,0
SRR15144437,24.39,117.92,,,0
SRR15144438,24.42,113.11,,,0
SRR15144439,9.9,138.51,5000.0,5000.0,0
SRR15185740,36.08,120.26,2.0,2.0,0
SRR15185741,36.18,120.23,4.0,4.0,0
SRR15185742,36.16,120.31,4.0,4.0,0
SRR15185743,36.16,120.31,4.0,4.0,0
SRR15185744,36.16,120.31,3.0,3.0,0
SRR15185745,36.14,120.18,6.0,6.0,0
SRR15185746,36.14,120.18,6.0,6.0,0
SRR15185747,35.96,120.38,5.0,5.0,0
SRR15185749,36.03,120.25,4.0,4.0,0
SRR15185750,35.96,120.42,8.0,8.0,0
SRR15185751,36.03,120.38,7.0,7.0,0
SRR15185753,36.18,120.23,4.0,4.0,0
SRR15185754,35.96,120.38,3.0,3.0,0
SRR15213102,21.9935,113.7145,0.5,0.5,0
SRR15213103,22.2574,113.7519,0.5,0.5,0
SRR15213104,22.2574,113.752,0.5,0.5,0
SRR15213105,22.5233,113.7505,0.5,0.5,0
SRR15213106,22.5233,113.7506,0.5,0.5,0
SRR15213107,23.0333,113.6232,0.5,0.5,0
SRR15213108,23.0333,113.6233,0.5,0.5,0
SRR15221242,-36.35591,-10.06384,,,0
SRR15221243,-39.249,-43.394,,,0
SRR15221244,-39.249,-43.394,,,0
SRR15221245,-39.249,-43.394,,,0
SRR15221246,-30.086,49.622,,,0
SRR15221247,-30.086,49.622,,,0
SRR15221248,-30.086,49.622,,,0
SRR15221249,-47.28906,-9.5997,,,0
SRR15221250,-28.906,-59.97,,,0
SRR15221251,-47.28906,-9.5997,,,0
SRR15221252,-32.438,-59.916,,,0
SRR15221253,-30.265,38.087,,,0
SRR15221254,-32.438,-59.916,,,0
SRR15221255,-32.438,-59.916,,,0
SRR15221257,-5.226,-36.91,,,0
SRR15221258,-5.226,-36.91,,,0
SRR15221259,-22.947,-14.942,,,0
SRR15221260,-38.22947,-11.14942,,,0
SRR15221261,-22.947,-14.942,,,0
SRR15221262,-35.591,-6.384,,,0
SRR15221263,-35.591,-6.384,,,0
SRR15221264,-30.265,38.087,,,0
SRR15221265,-30.265,38.087,,,0
SRR15239465,34.47,-120.23,0.0,1.0,0
SRR15322231,44.6,-63.6,8.0,8.0,0
SRR15322232,44.6,-63.6,8.0,8.0,0
SRR15322233,44.6,-63.6,8.0,8.0,0
SRR15322236,44.6,-63.6,8.0,8.0,0
SRR15322237,44.6,-63.6,8.0,8.0,0
SRR15322238,44.6,-63.6,8.0,8.0,0
SRR15322240,44.6,-63.6,8.0,8.0,0
SRR15322241,44.6,-63.6,8.0,8.0,0
SRR15322242,44.6,-63.6,8.0,8.0,0
SRR15322243,44.6,-63.6,8.0,8.0,0
SRR15322248,44.6,-63.6,8.0,8.0,0
SRR15322249,44.6,-63.6,8.0,8.0,0
SRR15400722,58.801617,5.531316,0.25,0.25,0
SRR15400723,58.801617,5.531316,0.25,0.25,0
SRR15400724,58.801617,5.531316,0.25,0.25,0
SRR15422103,22.52,114.01,,,0
SRR15422104,22.52,114.01,,,0
SRR15422105,22.52,114.01,,,0
SRR15422106,22.52,114.01,,,0
SRR15422107,22.52,114.01,,,0
SRR15422108,22.52,114.01,,,0
SRR15461344,22.52,114.01,,,0
SRR15505512,59.6674,10.6161,134.0,134.0,0
SRR15505513,59.6674,10.6161,134.0,134.0,0
SRR15505514,59.6674,10.6161,134.0,134.0,0
SRR15505515,59.6674,10.6161,134.0,134.0,0
SRR15505516,59.6674,10.6161,134.0,134.0,0
SRR15505517,59.6674,10.6161,134.0,134.0,0
SRR15505518,59.6674,10.6161,134.0,134.0,0
SRR15505519,59.6674,10.6161,134.0,134.0,0
SRR15526461,38.197861,-0.603653,0.1,0.1,0
SRR15526462,38.197861,-0.603653,0.1,0.1,0
SRR15526465,38.068511,-0.231994,20.0,20.0,0
SRR15526466,38.068511,-0.231994,40.0,40.0,0
SRR15526467,38.068511,-0.231994,40.0,40.0,0
SRR15526468,38.068511,-0.231994,40.0,40.0,0
SRR15526469,38.196667,-0.595222,0.05,0.05,0
SRR15526470,38.196667,-0.595222,0.05,0.05,0
SRR15526471,38.201317,-0.595317,0.1,0.1,0
SRR15526472,38.201317,-0.595317,0.1,0.1,0
SRR15530465,-34.116,151.219,,,0
SRR15530466,-34.116,151.219,,,0
SRR15530467,-34.116,151.219,,,0
SRR15530468,-34.116,151.219,,,0
SRR15530470,-34.116,151.219,,,0
SRR15530471,-34.116,151.219,,,0
SRR15530472,-34.116,151.219,,,0
SRR15530473,-34.116,151.219,,,0
SRR15530474,-34.116,151.219,,,0
SRR15530475,-34.116,151.219,,,0
SRR15530476,-34.116,151.219,,,0
SRR15530477,-34.116,151.219,,,0
SRR15530478,-34.116,151.219,,,0
SRR15530480,-34.116,151.219,,,0
SRR15668619,33.78898,-118.667958,0.03,0.09,0
SRR15668620,33.78898,-118.667958,0.03,0.09,0
SRR15668621,33.78898,-118.667958,0.03,0.09,0
SRR15668622,33.78898,-118.667958,0.03,0.09,0
SRR15668623,33.78898,-118.667958,0.03,0.09,0
SRR15682555,20.346,114.265,,,0
SRR15683800,19.8683,116.1596,,,0
SRR15686518,26.196,-158.156,150.0,150.0,0
SRR15686519,26.46,-158.427,150.0,150.0,0
SRR15686520,26.432,-158.478,150.0,150.0,0
SRR15686521,26.475,-158.313,150.0,150.0,0
SRR15686522,24.609,-158.519,150.0,150.0,0
SRR15686524,25.408,-159.377,150.0,150.0,0
SRR15686525,25.188,-159.284,150.0,150.0,0
SRR15686526,26.201,-158.477,150.0,150.0,0
SRR15686527,26.259,-158.996,150.0,150.0,0
SRR15686528,25.944,-158.273,150.0,150.0,0
SRR15713229,24.63,-156.59,150.0,150.0,0
SRR15713231,24.65,-156.55,150.0,150.0,0
SRR15713232,24.66,-156.45,150.0,150.0,0
SRR15713233,24.65,-156.48,150.0,150.0,0
SRR15713234,24.67,-156.41,150.0,150.0,0
SRR15713235,24.6,-156.63,150.0,150.0,0
SRR15734598,1.35,103.82,,,0
SRR15734599,1.35,103.82,,,0
SRR15734600,1.35,103.82,,,0
SRR15734601,1.35,103.82,,,0
SRR15734602,1.35,103.82,,,0
SRR15734603,1.35,103.82,,,0
SRR15734604,1.35,103.82,,,0
SRR15734605,1.35,103.82,,,0
SRR15882268,9.77,-104.279,,,0
SRR15902066,43.4139,7.1851,0.0,5.0,1
SRR15902067,43.4139,7.1851,0.0,5.0,1
SRR15902068,43.4139,7.1851,0.0,5.0,1
SRR15902069,43.4139,7.1851,0.0,5.0,1
SRR15902070,43.4139,7.1851,0.0,5.0,1
SRR15902071,43.4139,7.1851,0.0,5.0,1
SRR15902072,43.4139,7.1851,0.0,5.0,1
SRR15902073,43.4139,7.1851,0.0,5.0,1
SRR15902074,43.4139,7.1851,0.0,5.0,1
SRR15902075,43.4139,7.1851,0.0,5.0,1
SRR15902076,43.4139,7.1851,0.0,5.0,1
SRR15902077,43.4139,7.1851,0.0,5.0,1
SRR15902078,43.4139,7.1851,0.0,5.0,1
SRR15902079,43.4139,7.1851,0.0,5.0,1
SRR15902080,43.4139,7.1851,0.0,5.0,1
SRR15902081,43.4139,7.1851,0.0,5.0,1
SRR15902082,43.4139,7.1851,0.0,5.0,1
SRR15902083,43.4139,7.1851,0.0,5.0,1
SRR15902084,43.4139,7.1851,0.0,5.0,1
SRR15902085,43.4139,7.1851,0.0,5.0,1
SRR15902086,43.4139,7.1851,0.0,5.0,1
SRR15902087,43.4139,7.1851,0.0,5.0,1
SRR15902088,43.4139,7.1851,0.0,5.0,1
SRR15902089,43.4139,7.1851,0.0,5.0,1
SRR15902090,43.4139,7.1851,0.0,5.0,1
SRR15902091,43.4139,7.1851,0.0,5.0,1
SRR15902092,43.4139,7.1851,0.0,5.0,1
SRR15902093,43.4139,7.1851,0.0,5.0,1
SRR15902094,43.4139,7.1851,0.0,5.0,1
SRR15902095,43.4139,7.1851,0.0,5.0,1
SRR15902096,43.4139,7.1851,0.0,5.0,1
SRR15902097,43.4139,7.1851,0.0,5.0,1
SRR15902098,43.4139,7.1851,0.0,5.0,1
SRR15902099,43.4139,7.1851,0.0,5.0,1
SRR15902100,43.4139,7.1851,0.0,5.0,1
SRR15902101,43.4139,7.1851,0.0,5.0,1
SRR15902102,43.4139,7.1851,0.0,5.0,1
SRR15902103,43.4139,7.1851,0.0,5.0,1
SRR15902104,43.4139,7.1851,0.0,5.0,1
SRR15902105,43.4139,7.1851,0.0,5.0,1
SRR15902106,43.4139,7.1851,0.0,5.0,1
SRR15902107,43.4139,7.1851,0.0,5.0,1
SRR15902108,43.4139,7.1851,0.0,5.0,1
SRR15902109,43.4139,7.1851,0.0,5.0,1
SRR15902110,43.4139,7.1851,0.0,5.0,1
SRR15902111,43.4139,7.1851,0.0,5.0,1
SRR15902112,43.4139,7.1851,0.0,5.0,1
SRR15902113,43.4139,7.1851,0.0,5.0,1
SRR15902114,43.4139,7.1851,0.0,5.0,1
SRR15902115,43.4139,7.1851,0.0,5.0,1
SRR15902116,43.4139,7.1851,0.0,5.0,1
SRR15902117,43.4139,7.1851,0.0,5.0,1
SRR15902118,43.4139,7.1851,0.0,5.0,1
SRR15902119,43.4139,7.1851,0.0,5.0,1
SRR15902120,43.4139,7.1851,0.0,5.0,1
SRR15902121,43.4139,7.1851,0.0,5.0,1
SRR15902122,43.4139,7.1851,0.0,5.0,1
SRR15902123,43.4139,7.1851,0.0,5.0,1
SRR15902124,43.4139,7.1851,0.0,5.0,1
SRR15902125,43.4139,7.1851,0.0,5.0,1
SRR15902126,43.4139,7.1851,0.0,5.0,1
SRR15902127,43.4139,7.1851,0.0,5.0,1
SRR15902128,43.4139,7.1851,0.0,5.0,1
SRR15902129,43.4139,7.1851,0.0,5.0,1
SRR15902130,43.4139,7.1851,0.0,5.0,1
SRR15902131,43.4139,7.1851,0.0,5.0,1
SRR15902132,43.4139,7.1851,0.0,5.0,1
SRR15902133,43.4139,7.1851,0.0,5.0,1
SRR15902134,43.4139,7.1851,0.0,5.0,1
SRR15902135,43.4139,7.1851,0.0,5.0,1
SRR15927516,22.1201,113.735,,,0
SRR15927517,22.3195,113.7956,,,0
SRR15927518,22.3195,113.7956,,,0
SRR15927519,22.3195,113.7956,,,0
SRR15927520,22.6347,113.7226,,,0
SRR15927521,22.6347,113.7226,,,0
SRR15927522,22.6347,113.7226,,,0
SRR15927523,23.0717,113.4797,,,0
SRR15927524,21.9717,113.6738,,,0
SRR15927525,21.9717,113.6738,,,0
SRR15927526,21.9717,113.6738,,,0
SRR15927527,22.1201,113.735,,,0
SRR15927528,22.1201,113.735,,,0
SRR15927530,23.0717,113.4797,,,0
SRR15989743,-10.76215,89.95621,,,0
SRR15989744,-10.76215,89.95621,,,0
SRR15989745,13.10309,151.84403,,,0
SRR15989746,13.10309,151.84403,,,0
SRR15989747,12.42861,156.82215,,,0
SRR15989748,12.42861,156.82215,,,0
SRR15989751,16.78573,153.68906,,,0
SRR15989762,16.78573,153.68906,,,0
SRR15989767,-15.91616,70.77202,,,0
SRR15989768,-15.91616,70.77202,,,0
SRR15989769,-13.28711,79.56736,,,0
SRR15989770,-13.28711,79.56736,,,0
SRR15989771,-12.33933,84.41655,,,0
SRR15989772,-12.33933,84.41655,,,0
SRR15989773,15.41237,161.81718,,,0
SRR15989774,15.41237,161.81718,,,0
SRR16028403,-16.7,-79.0,,,0
SRR16028404,-16.7,-79.0,,,0
SRR16028405,-16.7,-79.0,,,0
SRR16028406,-16.7,-79.0,,,0
SRR16028407,-16.7,-79.0,,,0
SRR16028408,-16.7,-79.0,,,0
SRR16028409,-16.7,-79.0,,,0
SRR16028410,-16.7,-79.0,,,0
SRR16028411,-16.7,-79.0,,,0
SRR16028413,-16.7,-79.0,,,0
SRR16028414,-16.7,-79.0,,,0
SRR16028415,-16.7,-79.0,,,0
SRR16028416,-16.7,-79.0,,,0
SRR16109693,38.01,119.942,0.0,0.0,0
SRR16109694,38.333,120.183,0.0,0.0,0
SRR16109695,38.333,120.183,0.0,0.0,0
SRR16109696,36.156,120.337,0.0,0.0,0
SRR16109697,28.467,122.569,0.0,0.0,0
SRR16109698,36.163,120.251,0.0,0.0,0
SRR16109699,34.011,122.83,0.0,0.0,0
SRR16109700,21.402,121.565,0.0,0.0,0
SRR16109701,10.75,140.15,0.0,0.0,0
SRR16126822,31.01,123.25,0.0,0.0,0
SRR16126823,36.1,120.29,0.0,0.0,0
SRR16282453,19.96391668,106.09254486,0.3,0.3,0
SRR16282460,19.96391668,106.09254486,0.3,0.3,0
SRR16323535,-34.116,151.219,,,0
SRR16323536,-34.116,151.219,,,0
SRR16323537,-34.116,151.219,,,0
SRR16323538,-34.116,151.219,,,0
SRR16323539,-34.116,151.219,,,0
SRR16323540,-34.116,151.219,,,0
SRR16323541,-34.116,151.219,,,0
SRR16323542,-34.116,151.219,,,0
SRR16323543,-34.116,151.219,,,0
SRR16323544,-34.116,151.219,,,0
SRR16323545,-34.116,151.219,,,0
SRR16323546,-34.116,151.219,,,0
SRR16323547,-34.116,151.219,,,0
SRR16323548,-34.116,151.219,,,0
SRR16323549,-34.116,151.219,,,0
SRR16323550,-34.116,151.219,,,0
SRR16323551,-34.116,151.219,,,0
SRR16323552,-34.116,151.219,,,0
SRR16323553,-34.116,151.219,,,0
SRR16323554,-34.116,151.219,,,0
SRR16323555,-34.116,151.219,,,0
SRR16323556,-34.116,151.219,,,0
SRR16323557,-34.116,151.219,,,0
SRR16323558,-34.116,151.219,,,0
SRR16323559,-34.116,151.219,,,0
SRR16323560,-34.116,151.219,,,0
SRR16323561,-34.116,151.219,,,0
SRR16323562,-34.116,151.219,,,0
SRR16323563,-34.116,151.219,,,0
SRR16323564,-34.116,151.219,,,0
SRR16323565,-34.116,151.219,,,0
SRR16323566,-34.116,151.219,,,0
SRR16323567,-34.116,151.219,,,0
SRR16323568,-34.116,151.219,,,0
SRR16323569,-34.116,151.219,,,0
SRR16323570,-34.116,151.219,,,0
SRR16323571,-34.116,151.219,,,0
SRR16323572,-34.116,151.219,,,0
SRR16323573,-34.116,151.219,,,0
SRR16323574,-34.116,151.219,,,0
SRR16323575,-34.116,151.219,,,0
SRR16323576,-34.116,151.219,,,0
SRR16323577,-34.116,151.219,,,0
SRR16323578,-34.116,151.219,,,0
SRR16323579,-34.116,151.219,,,0
SRR16323580,-34.116,151.219,,,0
SRR16323581,-34.116,151.219,,,0
SRR16323582,-34.116,151.219,,,0
SRR16323583,-34.116,151.219,,,0
SRR16323584,-34.116,151.219,,,0
SRR16323585,-34.116,151.219,,,0
SRR16323586,-34.116,151.219,,,0
SRR16323587,-34.116,151.219,,,0
SRR16323588,-34.116,151.219,,,0
SRR16323589,-34.116,151.219,,,0
SRR16347692,17.0,-154.0,50.0,50.0,1
SRR16347693,17.0,-154.0,90.0,90.0,1
SRR16347731,17.0,-154.0,120.0,120.0,1
SRR16347732,17.0,-154.0,200.0,200.0,1
SRR16347753,17.0,-154.0,400.0,400.0,1
SRR16347761,17.0,-154.0,300.0,300.0,1
SRR16347781,8.0,-156.0,250.0,250.0,1
SRR16347783,8.0,-156.0,800.0,800.0,1
SRR16347784,8.0,-156.0,550.0,550.0,1
SRR16347786,8.0,-156.0,150.0,150.0,1
SRR16347789,8.0,-156.0,500.0,500.0,1
SRR16347793,8.0,-156.0,300.0,300.0,1
SRR16347794,8.0,-156.0,600.0,600.0,1
SRR16347798,8.0,-156.0,200.0,200.0,1
SRR16347801,8.0,-156.0,400.0,400.0,1
SRR16347803,8.0,-156.0,600.0,600.0,1
SRR16347804,8.0,-156.0,120.0,120.0,1
SRR16347805,8.0,-156.0,400.0,400.0,1
SRR16348316,8.0,-156.0,80.0,80.0,1
SRR16348317,0.0,-157.99,400.0,400.0,1
SRR16348318,-3.5,-160.77,200.0,200.0,1
SRR16348319,0.0,-157.99,600.0,600.0,1
SRR16348320,0.0,-157.99,200.0,200.0,1
SRR16348321,-3.5,-160.77,40.0,40.0,1
SRR16348322,-9.25,-165.36,40.0,40.0,1
SRR16348323,0.0,-157.99,50.0,50.0,1
SRR16348324,0.0,-157.99,500.0,500.0,1
SRR16348325,0.0,-157.99,80.0,80.0,1
SRR16348326,0.0,-157.99,120.0,120.0,1
SRR16348327,-3.5,-160.77,80.0,80.0,1
SRR16348328,0.0,-157.99,200.0,200.0,1
SRR16348329,0.0,-157.99,300.0,300.0,1
SRR16348330,-9.25,-165.36,70.0,70.0,1
SRR16348331,-9.25,-165.36,200.0,200.0,1
SRR16348373,-12.0,-167.56,40.0,40.0,1
SRR16348815,-12.0,-167.56,70.0,70.0,1
SRR16348816,-12.0,-167.56,380.0,380.0,1
SRR16348817,-15.0,-173.1,40.0,40.0,1
SRR16348820,-15.0,-173.1,300.0,300.0,1
SRR16387290,32.0,120.0,,,1
SRR16387316,32.0,120.0,,,1
SRR16472893,39.84,119.51,0.05,0.05,0
SRR16472894,40.83,121.84,0.05,0.05,0
SRR16472895,30.59,121.08,0.05,0.05,0
SRR16472896,28.03,120.86,0.05,0.05,0
SRR16472897,26.04,119.67,0.05,0.05,0
SRR16472898,24.43,118.02,0.05,0.05,0
SRR16472899,30.95,121.91,0.05,0.05,0
SRR16472901,31.39,121.51,0.05,0.05,0
SRR16472902,31.52,121.31,0.05,0.05,0
SRR16472903,21.62,109.02,0.05,0.05,0
SRR16472904,32.56,121.04,0.05,0.05,0
SRR16472905,33.82,120.47,0.05,0.05,0
SRR16472906,37.76,119.17,0.05,0.05,0
SRR16472907,23.56,116.88,0.05,0.05,0
SRR16472908,39.09,117.74,0.05,0.05,0
SRR16472909,39.84,119.51,0.05,0.05,0
SRR16472910,40.83,121.84,0.05,0.05,0
SRR16472911,30.59,121.08,0.05,0.05,0
SRR16472913,26.04,119.67,0.05,0.05,0
SRR16472915,23.56,116.88,0.05,0.05,0
SRR16472916,22.5,113.41,0.05,0.05,0
SRR16472917,21.63,111.76,0.05,0.05,0
SRR16472918,22.5,113.41,0.05,0.05,0
SRR16472919,21.59,108.31,0.05,0.05,0
SRR16472920,30.95,121.91,0.05,0.05,0
SRR16472921,31.14,121.84,0.05,0.05,0
SRR16472922,31.39,121.51,0.05,0.05,0
SRR16472923,31.52,121.31,0.05,0.05,0
SRR16472924,21.62,109.02,0.05,0.05,0
SRR16472925,32.56,121.04,0.05,0.05,0
SRR16472926,33.82,120.47,0.05,0.05,0
SRR16472927,37.76,119.17,0.05,0.05,0
SRR16472928,39.09,117.74,0.05,0.05,0
SRR16472929,21.63,111.76,0.05,0.05,0
SRR16472930,21.59,108.31,0.05,0.05,0
SRR16584018,35.96,120.38,5.0,5.0,0
SRR16584019,36.18,120.23,4.0,4.0,0
SRR16584020,35.96,120.38,3.0,3.0,0
SRR16608038,24.62646444,-81.11086469,,,0
SRR16608039,24.62646444,-81.11086469,,,0
SRR16608040,24.551144,-81.411846,,,0
SRR16608041,24.551144,-81.411846,,,0
SRR16686516,-32.5,56.8,,,0
SRR16686517,-28.0,63.5,,,0
SRR16753021,36.1,120.29,3.0,3.0,0
SRR16753022,36.16,120.25,3.0,3.0,0
SRR16753023,36.11,120.18,3.0,3.0,0
SRR16753024,36.02,120.3,3.0,3.0,0
SRR16753025,36.02,120.3,3.0,3.0,0
SRR16767058,36.09,120.19,3.0,3.0,0
SRR16767059,30.9,122.45,3.0,3.0,0
SRR16767060,36.09,120.19,3.0,3.0,0
SRR16767061,31.01,123.25,3.0,3.0,0
SRR16767062,30.98,122.85,3.0,3.0,0
SRR16767063,39.0,118.58,3.0,3.0,0
SRR16767064,38.18,119.11,3.0,3.0,0
SRR16767065,38.18,119.11,3.0,3.0,0
SRR16767066,30.9,122.45,3.0,3.0,0
SRR16767067,30.49,123.01,3.0,3.0,0
SRR16767068,38.18,119.11,3.0,3.0,0
SRR16949433,35.77,-75.47,0.1,0.1,0
SRR16949434,35.03,-75.28,0.1,0.1,0
SRR16949435,35.86,-75.69,0.1,0.1,0
SRR16949436,35.8,-75.52,0.1,0.1,0
SRR16949437,35.88,-74.84,0.1,0.1,0
SRR16949438,35.88,-74.83,0.1,0.1,0
SRR16949439,35.78,-75.53,0.1,0.1,0
SRR16949440,35.88,-75.71,0.1,0.1,0
SRR16949441,35.86,-75.69,3.0,3.0,0
SRR16949442,35.88,-75.71,2.4,2.4,0
SRR17015071,66.5527,33.1033,,,0
SRR17015075,66.5527,33.1033,,,0
SRR17035338,49.10366,-123.285,70.0,70.0,1
SRR17035339,49.10366,-123.285,220.0,220.0,1
SRR17055726,63.0,-168.15,7.0,7.0,0
SRR17055727,61.02,-172.19,7.0,7.0,0
SRR17055728,59.03,-176.23,7.0,7.0,0
SRR17055729,57.05,179.73,7.0,7.0,0
SRR17055730,55.07,175.68,7.0,7.0,0
SRR17055731,53.08,171.64,7.0,7.0,0
SRR17055732,51.1,167.6,7.0,7.0,0
SRR17055733,48.86,163.52,7.0,7.0,0
SRR17055734,63.0,-168.15,7.0,7.0,0
SRR17055735,61.02,-172.19,7.0,7.0,0
SRR17055736,59.03,-176.23,7.0,7.0,0
SRR17055737,57.05,179.73,7.0,7.0,0
SRR17055738,55.07,175.68,7.0,7.0,0
SRR17055739,53.08,171.64,7.0,7.0,0
SRR17055740,51.1,167.6,7.0,7.0,0
SRR17055741,48.86,163.52,7.0,7.0,0
SRR17055742,46.6,159.43,7.0,7.0,0
SRR17055743,44.38,155.35,7.0,7.0,0
SRR17055744,46.6,159.43,7.0,7.0,0
SRR17055745,44.38,155.35,7.0,7.0,0
SRR17063061,11.61171,140.32451,0.0,0.0,0
SRR17063062,12.48232,140.74122,0.0,0.0,0
SRR17063064,12.616771,141.142565,0.0,0.0,0
SRR17063065,16.7291,110.4731,0.0,0.0,0
SRR17063066,17.98689,111.00278,0.0,0.0,0
SRR17063067,11.81906,138.71595,0.0,0.0,0
SRR17063068,11.65369,138.6214,0.0,0.0,0
SRR17063091,11.329973,142.197842,10893.0,10893.0,0
SRR17063092,11.325,142.188602,10911.0,10911.0,0
SRR17063093,11.324857,142.190878,10908.0,10908.0,0
SRR17063094,11.132548,142.15698,8152.0,8152.0,0
SRR17063095,10.99454,141.936603,7126.0,7126.0,0
SRR17063096,11.01727,142.2796,6886.0,6886.0,0
SRR17063097,10.77632,141.76375,5086.0,5086.0,0
SRR17090386,35.96,120.38,5.0,5.0,0
SRR17090387,36.18,120.23,4.0,4.0,0
SRR17090388,35.96,120.38,3.0,3.0,0
SRR17118787,42.11,-70.54,0.0,0.0,0
SRR17118788,42.11,-70.54,0.0,0.0,0
SRR17118789,42.11,-70.54,0.0,0.0,0
SRR17118790,42.11,-70.54,0.0,0.0,0
SRR17118791,42.11,-70.54,0.0,0.0,0
SRR17118792,42.11,-70.54,0.0,0.0,0
SRR17118793,42.11,-70.54,0.0,0.0,0
SRR17118794,42.11,-70.54,0.0,0.0,0
SRR17118795,42.11,-70.54,0.0,0.0,0
SRR17118796,42.11,-70.54,0.0,0.0,0
SRR17118797,42.11,-70.54,0.0,0.0,0
SRR17118798,42.11,-70.54,0.0,0.0,0
SRR17118799,42.11,-70.54,0.0,0.0,0
SRR17118800,42.11,-70.54,0.0,0.0,0
SRR17118801,42.11,-70.54,0.0,0.0,0
SRR17118802,42.11,-70.54,0.0,0.0,0
SRR17118803,42.11,-70.54,0.0,0.0,0
SRR17118804,42.11,-70.54,0.0,0.0,0
SRR17118805,42.11,-70.54,0.0,0.0,0
SRR17118806,42.11,-70.54,0.0,0.0,0
SRR17118807,42.11,-70.54,0.0,0.0,0
SRR17118808,42.11,-70.54,0.0,0.0,0
SRR17118809,42.11,-70.54,0.0,0.0,0
SRR17118811,42.11,-70.54,0.0,0.0,0
SRR17118812,42.11,-70.54,0.0,0.0,0
SRR17118813,42.11,-70.54,0.0,0.0,0
SRR17118814,42.11,-70.54,0.0,0.0,0
SRR17118815,42.11,-70.54,0.0,0.0,0
SRR17118816,42.11,-70.54,0.0,0.0,0
SRR17118817,42.11,-70.54,0.0,0.0,0
SRR17118818,42.11,-70.54,0.0,0.0,0
SRR17118819,42.11,-70.54,0.0,0.0,0
SRR17118820,42.11,-70.54,0.0,0.0,0
SRR17118821,42.11,-70.54,0.0,0.0,0
SRR17118822,42.11,-70.54,0.0,0.0,0
SRR17118823,42.11,-70.54,0.0,0.0,0
SRR17118824,42.11,-70.54,0.0,0.0,0
SRR17118825,42.11,-70.54,0.0,0.0,0
SRR17118826,42.11,-70.54,0.0,0.0,0
SRR17118827,42.11,-70.54,0.0,0.0,0
SRR17118828,42.11,-70.54,0.0,0.0,0
